system,eos,step,pvi,component,mass_rate_kg_s,total_mass_fraction,hydrocarbon_normalized_mass_fraction,reservoir_watercut
binary,PR,250,0.625,H2O,3.385955214090538e-06,0.749392109596837,0.0,0.7428927976446941
binary,PR,250,0.625,Heavy_squalane,1.132313887931549e-06,0.25060789040316306,1.0,0.7428927976446941
binary,PR,251,0.6275,H2O,3.389303917405666e-06,0.7502042986303091,0.0,0.7437503675818075
binary,PR,251,0.6275,Heavy_squalane,1.128537320766006e-06,0.249795701369691,1.0,0.7437503675818075
binary,PR,252,0.63,H2O,3.392510883907635e-06,0.7509822567607366,0.0,0.744571641375086
binary,PR,252,0.63,Heavy_squalane,1.124920591159147e-06,0.24901774323926343,1.0,0.744571641375086
binary,PR,253,0.6325,H2O,3.395583400627324e-06,0.7517277350041437,0.0,0.7453584867923907
binary,PR,253,0.6325,Heavy_squalane,1.12145547197541e-06,0.2482722649958563,1.0,0.7453584867923907
binary,PR,254,0.635,H2O,3.398530949018e-06,0.7524430194100836,0.0,0.7461133340741408
binary,PR,254,0.635,Heavy_squalane,1.118131258417259e-06,0.24755698058991632,1.0,0.7461133340741408
binary,PR,255,0.6375,H2O,3.401365047341282e-06,0.7531308925810979,0.0,0.7468391350197016
binary,PR,255,0.6375,Heavy_squalane,1.114934948910724e-06,0.2468691074189022,1.0,0.7468391350197016
binary,PR,256,0.64,H2O,3.404099013931936e-06,0.7537945748602203,0.0,0.747539300706767
binary,PR,256,0.64,Heavy_squalane,1.11185152148174e-06,0.24620542513977972,1.0,0.747539300706767
binary,PR,257,0.6425,H2O,3.406747633891619e-06,0.7544376464471967,0.0,0.7482176191788096
binary,PR,257,0.6425,Heavy_squalane,1.108864292335419e-06,0.24556235355280331,1.0,0.7482176191788096
binary,PR,258,0.645,H2O,3.40932679044252e-06,0.7550639562907117,0.0,0.7488781592685139
binary,PR,258,0.645,Heavy_squalane,1.105955341671167e-06,0.24493604370928843,1.0,0.7488781592685139
binary,PR,259,0.6475,H2O,3.411853069344508e-06,0.7556775250376307,0.0,0.7495251682296669
binary,PR,259,0.6475,Heavy_squalane,1.103105965826753e-06,0.2443224749623692,1.0,0.7495251682296669
binary,PR,260,0.65,H2O,3.41434335203233e-06,0.756282449325954,0.0,0.7501629708497983
binary,PR,260,0.65,Heavy_squalane,1.100297117378808e-06,0.24371755067404605,1.0,0.7501629708497983
binary,PR,261,0.6525,H2O,3.41681446794241e-06,0.7568828139344941,0.0,0.7507958768961259
binary,PR,261,0.6525,Heavy_squalane,1.097509817188108e-06,0.24311718606550592,1.0,0.7507958768961259
binary,PR,262,0.655,H2O,3.419282878072496e-06,0.757482616572324,0.0,0.7514281019216407
binary,PR,262,0.655,Heavy_squalane,1.09472550081949e-06,0.24251738342767604,1.0,0.7514281019216407
binary,PR,263,0.6575,H2O,3.421764422929015e-06,0.7580857079372875,0.0,0.7520637041880455
binary,PR,263,0.6575,Heavy_squalane,1.091926294495881e-06,0.2419142920627126,1.0,0.7520637041880455
binary,PR,264,0.66,H2O,3.424274152023398e-06,0.7586957473357957,0.0,0.7527065380005413
binary,PR,264,0.66,Heavy_squalane,1.089095224367515e-06,0.24130425266420427,1.0,0.7527065380005413
binary,PR,265,0.6625,H2O,3.426826196217209e-06,0.7593161720673226,0.0,0.7533602215514634
binary,PR,265,0.6625,Heavy_squalane,1.086216357436421e-06,0.24068382793267734,1.0,0.7533602215514634
binary,PR,266,0.665,H2O,3.429433668946969e-06,0.7599501772428559,0.0,0.7540281157569159
binary,PR,266,0.665,Heavy_squalane,1.083274889644539e-06,0.24004982275714415,1.0,0.7540281157569159
binary,PR,267,0.6675,H2O,3.432108635185395e-06,0.7606007018700488,0.0,0.7547133096942452
binary,PR,267,0.6675,Heavy_squalane,1.080257218207917e-06,0.23939929812995117,1.0,0.7547133096942452
binary,PR,268,0.67,H2O,3.434862043440867e-06,0.7612704171772728,0.0,0.7554186083996404
binary,PR,268,0.67,Heavy_squalane,1.077150988901896e-06,0.2387295828227272,1.0,0.7554186083996404
binary,PR,269,0.6725,H2O,3.437703683966738e-06,0.7619617136425442,0.0,0.7561465193101611
binary,PR,269,0.6725,Heavy_squalane,1.073945159297129e-06,0.2380382863574559,1.0,0.7561465193101611
binary,PR,270,0.675,H2O,3.440642116459287e-06,0.7626766846217624,0.0,0.7568992351425164
binary,PR,270,0.675,Heavy_squalane,1.070630072444219e-06,0.2373233153782376,1.0,0.7568992351425164
binary,PR,271,0.6775,H2O,3.443684591265794e-06,0.763417105851171,0.0,0.7576786124569537
binary,PR,271,0.6775,Heavy_squalane,1.067197552809642e-06,0.2365828941488291,1.0,0.7576786124569537
binary,PR,272,0.68,H2O,3.446836945752647e-06,0.7641844116356675,0.0,0.7584861467732269
binary,PR,272,0.68,Heavy_squalane,1.063641013847451e-06,0.2358155883643325,1.0,0.7584861467732269
binary,PR,273,0.6825,H2O,3.450103513812294e-06,0.7649796698517827,0.0,0.7593229464904347
binary,PR,273,0.6825,Heavy_squalane,1.059955576360341e-06,0.23502033014821722,1.0,0.7593229464904347
binary,PR,274,0.685,H2O,3.453487013948448e-06,0.7658035587138804,0.0,0.7601897087215561
binary,PR,274,0.685,Heavy_squalane,1.056138169497246e-06,0.23419644128611966,1.0,0.7601897087215561
binary,PR,275,0.6875,H2O,3.456988500599427e-06,0.7666563486724027,0.0,0.7610867005900489
binary,PR,275,0.6875,Heavy_squalane,1.052187620599852e-06,0.23334365132759727,1.0,0.7610867005900489
binary,PR,276,0.69,H2O,3.460607301358114e-06,0.7675378925895446,0.0,0.7620137492937181
binary,PR,276,0.69,Heavy_squalane,1.04810469158676e-06,0.23246210741045548,1.0,0.7620137492937181
binary,PR,277,0.6925,H2O,3.464341043614738e-06,0.7684476267440872,0.0,0.7629702436090152
binary,PR,277,0.6925,Heavy_squalane,1.04389207865171e-06,0.23155237325591288,1.0,0.7629702436090152
binary,PR,278,0.695,H2O,3.468185687675727e-06,0.7693845841825131,0.0,0.7639551484137498
binary,PR,278,0.695,Heavy_squalane,1.039554341143209e-06,0.23061541581748682,1.0,0.7639551484137498
binary,PR,279,0.6975,H2O,3.472135660365028e-06,0.7703474208031169,0.0,0.7649670326119289
binary,PR,279,0.6975,Heavy_squalane,1.03509778600024e-06,0.2296525791968831,1.0,0.7649670326119289
binary,PR,280,0.7,H2O,3.476183996694706e-06,0.7713344533347163,0.0,0.7660041095531743
binary,PR,280,0.7,Heavy_squalane,1.030530284854747e-06,0.2286655466652837,1.0,0.7660041095531743
binary,PR,281,0.7025,H2O,3.480322541882031e-06,0.7723437073828174,0.0,0.7670642879992409
binary,PR,281,0.7025,Heavy_squalane,1.025861050492323e-06,0.22765629261718262,1.0,0.7670642879992409
binary,PR,282,0.705,H2O,3.484542116806318e-06,0.7733729572073792,0.0,0.768145214356395
binary,PR,282,0.705,Heavy_squalane,1.021100451029088e-06,0.22662704279262072,1.0,0.768145214356395
binary,PR,283,0.7075,H2O,3.488832923401677e-06,0.7744198239993116,0.0,0.7692443762721253
binary,PR,283,0.7075,Heavy_squalane,1.016259553937563e-06,0.2255801760006884,1.0,0.7692443762721253
binary,PR,284,0.71,H2O,3.493184691500775e-06,0.7754818134312077,0.0,0.7703591423472533
binary,PR,284,0.71,Heavy_squalane,1.011349948769873e-06,0.22451818656879227,1.0,0.7703591423472533
binary,PR,285,0.7125,H2O,3.497586935310658e-06,0.7765563739296923,0.0,0.7714868235268396
binary,PR,285,0.7125,Heavy_squalane,1.006383481687454e-06,0.22344362607030768,1.0,0.7714868235268396
binary,PR,286,0.715,H2O,3.502029161340299e-06,0.7776409524657714,0.0,0.772624731784746
binary,PR,286,0.715,Heavy_squalane,1.001371990870038e-06,0.22235904753422853,1.0,0.772624731784746
binary,PR,287,0.7175,H2O,3.506501087113798e-06,0.7787330443067243,0.0,0.7737702323721047
binary,PR,287,0.7175,Heavy_squalane,9.963270807026827e-07,0.22126695569327562,1.0,0.7737702323721047
binary,PR,288,0.72,H2O,3.510992807306403e-06,0.7798302352525385,0.0,0.7749207880897416
binary,PR,288,0.72,Heavy_squalane,9.91259924878841e-07,0.22016976474746153,1.0,0.7749207880897416
binary,PR,289,0.7225,H2O,3.515494938548703e-06,0.7809302357660985,0.0,0.7760739949789578
binary,PR,289,0.7225,Heavy_squalane,9.861811107849171e-07,0.21906976423390145,1.0,0.7760739949789578
binary,PR,290,0.725,H2O,3.5199987192085e-06,0.7820309069151821,0.0,0.7772276093609932
binary,PR,290,0.725,Heavy_squalane,9.811005187916603e-07,0.21796909308481802,1.0,0.7772276093609932
binary,PR,291,0.7275,H2O,3.524496088607155e-06,0.7831302785040856,0.0,0.7783795666385899
binary,PR,291,0.7275,Heavy_squalane,9.76027241099306e-07,0.21686972149591452,1.0,0.7783795666385899
binary,PR,292,0.73,H2O,3.5289797197749e-06,0.7842265600705992,0.0,0.7795279925848516
binary,PR,292,0.73,Heavy_squalane,9.70969528892739e-07,0.2157734399294008,1.0,0.7795279925848516
binary,PR,293,0.7325,H2O,3.533443058030944e-06,0.7853181456541766,0.0,0.7806712080842814
binary,PR,293,0.7325,Heavy_squalane,9.659347770343042e-07,0.21468185434582351,1.0,0.7806712080842814
binary,PR,294,0.735,H2O,3.537880307334445e-06,0.7864036133372455,0.0,0.7818077283894896
binary,PR,294,0.735,Heavy_squalane,9.609295243254226e-07,0.21359638666275452,1.0,0.7818077283894896
binary,PR,295,0.7375,H2O,3.542286395666118e-06,0.7874817205789554,0.0,0.7829362579727025
binary,PR,295,0.7375,Heavy_squalane,9.55959472265692e-07,0.21251827942104468,1.0,0.7829362579727025
binary,PR,296,0.74,H2O,3.546656970111804e-06,0.7885513963354306,0.0,0.7840556820220486
binary,PR,296,0.74,Heavy_squalane,9.5102953021511e-07,0.21144860366456944,1.0,0.7840556820220486
binary,PR,297,0.7425,H2O,3.550988338811664e-06,0.7896117308490348,0.0,0.785165055513432
binary,PR,297,0.7425,Heavy_squalane,9.461438593047973e-07,0.21038826915096506,1.0,0.785165055513432
binary,PR,298,0.745,H2O,3.555277421803665e-06,0.7906619639050969,0.0,0.7862635906983574
binary,PR,298,0.745,Heavy_squalane,9.413059274750479e-07,0.2093380360949032,1.0,0.7862635906983574
binary,PR,299,0.7475,H2O,3.559521699149483e-06,0.7917014722091495,0.0,0.7873506436940738
binary,PR,299,0.7475,Heavy_squalane,9.36518568676542e-07,0.20829852779085045,1.0,0.7873506436940738
binary,PR,300,0.75,H2O,3.563719159586277e-06,0.7927297564207301,0.0,0.7884257007381408
binary,PR,300,0.75,Heavy_squalane,9.317840440236095e-07,0.20727024357926996,1.0,0.7884257007381408
binary,PR,301,0.7525,H2O,3.567868255702141e-06,0.7937464282674529,0.0,0.7894883645509769
binary,PR,301,0.7525,Heavy_squalane,9.271041040348244e-07,0.20625357173254702,1.0,0.7894883645509769
binary,PR,302,0.755,H2O,3.571967827578069e-06,0.7947511980486152,0.0,0.7905383411289941
binary,PR,302,0.755,Heavy_squalane,9.22480040318785e-07,0.20524880195138476,1.0,0.7905383411289941
binary,PR,303,0.7575,H2O,3.576017087305136e-06,0.7957438627710293,0.0,0.7915754272208964
binary,PR,303,0.7575,Heavy_squalane,9.179127494294187e-07,0.2042561372289706,1.0,0.7915754272208964
binary,PR,304,0.76,H2O,3.580015543219429e-06,0.7967242950371252,0.0,0.7925994986107802
binary,PR,304,0.76,Heavy_squalane,9.134027766682685e-07,0.20327570496287486,1.0,0.7925994986107802
binary,PR,305,0.7625,H2O,3.583962973963122e-06,0.7976924328136338,0.0,0.7936104993402708
binary,PR,305,0.7625,Heavy_squalane,9.089503677389038e-07,0.20230756718636625,1.0,0.7936104993402708
binary,PR,306,0.765,H2O,3.587859386482191e-06,0.7986482700696643,0.0,0.794608431855894
binary,PR,306,0.765,Heavy_squalane,9.045555112164298e-07,0.20135172993033582,1.0,0.794608431855894
binary,PR,307,0.7675,H2O,3.591704984617571e-06,0.7995918483560633,0.0,0.7955933481547098
binary,PR,307,0.7675,Heavy_squalane,9.002179783315981e-07,0.2004081516439366,1.0,0.7955933481547098
binary,PR,308,0.77,H2O,3.595500132468857e-06,0.8005232492688201,0.0,0.7965653418663872
binary,PR,308,0.77,Heavy_squalane,8.959373563897192e-07,0.19947675073117999,1.0,0.7965653418663872
binary,PR,309,0.7725,H2O,3.59924533149592e-06,0.8014425877561782,0.0,0.7975245412277157
binary,PR,309,0.7725,Heavy_squalane,8.917130808500358e-07,0.1985574122438219,1.0,0.7975245412277157
binary,PR,310,0.775,H2O,3.60294118906243e-06,0.8023500062226352,0.0,0.7984711028988889
binary,PR,310,0.775,Heavy_squalane,8.875444607409926e-07,0.19764999377736486,1.0,0.7984711028988889
binary,PR,311,0.7775,H2O,3.606588403680177e-06,0.8032456693636256,0.0,0.7994052065508886
binary,PR,311,0.7775,Heavy_squalane,8.834307040947956e-07,0.19675433063637435,1.0,0.7994052065508886
binary,PR,312,0.78,H2O,3.610187753143946e-06,0.8041297596656308,0.0,0.8003270501543907
binary,PR,312,0.78,Heavy_squalane,8.793709402752802e-07,0.19587024033436914,1.0,0.8003270501543907
binary,PR,313,0.7825,H2O,3.613740060304719e-06,0.8050024735116437,0.0,0.801236845906326
binary,PR,313,0.7825,Heavy_squalane,8.753642334256894e-07,0.1949975264883563,1.0,0.801236845906326
binary,PR,314,0.785,H2O,3.617246201941619e-06,0.8058640178356764,0.0,0.802134816734115
binary,PR,314,0.785,Heavy_squalane,8.714096033597805e-07,0.1941359821643237,1.0,0.802134816734115
binary,PR,315,0.7875,H2O,3.620707068978269e-06,0.8067146072499249,0.0,0.8030211932970643
binary,PR,315,0.7875,Heavy_squalane,8.675060319610976e-07,0.19328539275007503,1.0,0.8030211932970643
binary,PR,316,0.79,H2O,3.624123588582524e-06,0.8075544616134833,0.0,0.8038962114515091
binary,PR,316,0.79,Heavy_squalane,8.636524820760075e-07,0.19244553838651673,1.0,0.8038962114515091
binary,PR,317,0.7925,H2O,3.627496693638326e-06,0.80838380396382,0.0,0.8047601100969745
binary,PR,317,0.7925,Heavy_squalane,8.598479016532913e-07,0.19161619603618002,1.0,0.8047601100969745
binary,PR,318,0.795,H2O,3.630827317064335e-06,0.809202858789377,0.0,0.8056131293800352
binary,PR,318,0.795,Heavy_squalane,8.560912320078988e-07,0.19079714121062302,1.0,0.8056131293800352
binary,PR,319,0.7975,H2O,3.634116399392987e-06,0.8100118505864915,0.0,0.806455509196274
binary,PR,319,0.7975,Heavy_squalane,8.523814175978318e-07,0.1899881494135086,1.0,0.806455509196274
binary,PR,320,0.8,H2O,3.63736486836154e-06,0.8108110026601462,0.0,0.8072874879476439
binary,PR,320,0.8,Heavy_squalane,8.487174078136787e-07,0.18918899733985378,1.0,0.8072874879476439
binary,PR,321,0.8025,H2O,3.640573646557491e-06,0.811600536145336,0.0,0.8081093015306562
binary,PR,321,0.8025,Heavy_squalane,8.450981641688162e-07,0.18839946385466402,1.0,0.8081093015306562
binary,PR,322,0.805,H2O,3.643743643713383e-06,0.8123806692123721,0.0,0.8089211825169369
binary,PR,322,0.805,Heavy_squalane,8.415226628398047e-07,0.18761933078762794,1.0,0.8089211825169369
binary,PR,323,0.8075,H2O,3.646875748948322e-06,0.8131516164284309,0.0,0.8097233594970201
binary,PR,323,0.8075,Heavy_squalane,8.379898963618713e-07,0.186848383571569,1.0,0.8097233594970201
binary,PR,324,0.81,H2O,3.649970841119669e-06,0.813913588257424,0.0,0.8105160565684952
binary,PR,324,0.81,Heavy_squalane,8.344988787362175e-07,0.18608641174257615,1.0,0.8105160565684952
binary,PR,325,0.8125,H2O,3.653029771035281e-06,0.8146667906706929,0.0,0.8112994929397298
binary,PR,325,0.8125,Heavy_squalane,8.310486434387415e-07,0.1853332093293071,1.0,0.8112994929397298
binary,PR,326,0.815,H2O,3.656053377367552e-06,0.8154114248594748,0.0,0.8120738826395993
binary,PR,326,0.815,Heavy_squalane,8.276382486084067e-07,0.18458857514052518,1.0,0.8120738826395993
binary,PR,327,0.8175,H2O,3.659042473850459e-06,0.8161476870257468,0.0,0.8128394343087222
binary,PR,327,0.8175,Heavy_squalane,8.242667752205717e-07,0.1838523129742533,1.0,0.8128394343087222
binary,PR,328,0.82,H2O,3.661997856026865e-06,0.8168757682451989,0.0,0.8135963510657025
binary,PR,328,0.82,Heavy_squalane,8.209333293276938e-07,0.1831242317548012,1.0,0.8135963510657025
binary,PR,329,0.8225,H2O,3.664920292596754e-06,0.817595854384884,0.0,0.8143448304300328
binary,PR,329,0.8225,Heavy_squalane,8.17637040517474e-07,0.1824041456151161,1.0,0.8143448304300328
binary,PR,330,0.825,H2O,3.66781053618829e-06,0.8183081260718441,0.0,0.8150850642978398
binary,PR,330,0.825,Heavy_squalane,8.143770644591845e-07,0.1816918739281559,1.0,0.8150850642978398
binary,PR,331,0.8275,H2O,3.670669308979668e-06,0.8190127586967783,0.0,0.8158172389538076
binary,PR,331,0.8275,Heavy_squalane,8.111525796322699e-07,0.18098724130322175,1.0,0.8158172389538076
binary,PR,332,0.83,H2O,3.673497319355862e-06,0.8197099224551292,0.0,0.8165415351217719
binary,PR,332,0.83,Heavy_squalane,8.079627907685814e-07,0.18029007754487086,1.0,0.8165415351217719
binary,PR,333,0.8325,H2O,3.676295253110975e-06,0.8203997824069463,0.0,0.8172581280344977
binary,PR,333,0.8325,Heavy_squalane,8.048069265180864e-07,0.17960021759305364,1.0,0.8172581280344977
binary,PR,334,0.835,H2O,3.679063769657982e-06,0.8210824985626303,0.0,0.8179671875301188
binary,PR,334,0.835,Heavy_squalane,8.016842381225682e-07,0.17891750143736976,1.0,0.8179671875301188
binary,PR,335,0.8375,H2O,3.681803515116416e-06,0.8217582259852112,0.0,0.8186688781653995
binary,PR,335,0.8375,Heavy_squalane,7.985940016863856e-07,0.17824177401478875,1.0,0.8186688781653995
binary,PR,336,0.84,H2O,3.684515109465854e-06,0.8224271148997908,0.0,0.8193633593361725
binary,PR,336,0.84,Heavy_squalane,7.955355147341961e-07,0.17757288510020924,1.0,0.8193633593361725
binary,PR,337,0.8425,H2O,3.687199157696645e-06,0.8230893108189822,0.0,0.8200507854140925
binary,PR,337,0.8425,Heavy_squalane,7.925080979204212e-07,0.17691068918101785,1.0,0.8200507854140925
binary,PR,338,0.845,H2O,3.689856244359347e-06,0.8237449546697467,0.0,0.820731305884507
binary,PR,338,0.845,Heavy_squalane,7.8951109311791e-07,0.17625504533025332,1.0,0.820731305884507
binary,PR,339,0.8475,H2O,3.69248693056479e-06,0.8243941829283677,0.0,0.8214050654925236
binary,PR,339,0.8475,Heavy_squalane,7.865438620210341e-07,0.1756058170716322,1.0,0.8214050654925236
binary,PR,340,0.85,H2O,3.695091765471732e-06,0.825037127757555,0.0,0.8220722043909757
binary,PR,340,0.85,Heavy_squalane,7.836057878310686e-07,0.17496287224244494,1.0,0.8220722043909757
binary,PR,341,0.8525,H2O,3.697671278586572e-06,0.8256739171435445,0.0,0.8227328582881204
binary,PR,341,0.8525,Heavy_squalane,7.806962728298867e-07,0.17432608285645534,1.0,0.8227328582881204
binary,PR,342,0.855,H2O,3.700225986532848e-06,0.8263046750342188,0.0,0.8233871585961154
binary,PR,342,0.855,Heavy_squalane,7.778147390380373e-07,0.17369532496578113,1.0,0.8233871585961154
binary,PR,343,0.8575,H2O,3.702756380443044e-06,0.8269295214771185,0.0,0.824035232579134
binary,PR,343,0.8575,Heavy_squalane,7.749606247848323e-07,0.17307047852288146,1.0,0.824035232579134
binary,PR,344,0.86,H2O,3.705262947352042e-06,0.8275485727575398,0.0,0.8246772035013058
binary,PR,344,0.86,Heavy_squalane,7.721333884369784e-07,0.17245142724246026,1.0,0.8246772035013058
binary,PR,345,0.8625,H2O,3.707746150164321e-06,0.8281619415283673,0.0,0.8253131907658573
binary,PR,345,0.8625,Heavy_squalane,7.693325034643404e-07,0.1718380584716327,1.0,0.8253131907658573
binary,PR,346,0.865,H2O,3.710206441783032e-06,0.8287697369458459,0.0,0.8259433100601725
binary,PR,346,0.865,Heavy_squalane,7.665574606439059e-07,0.17123026305415406,1.0,0.8259433100601725
binary,PR,347,0.8675,H2O,3.712644259607653e-06,0.8293720647954943,0.0,0.826567673490415
binary,PR,347,0.8675,Heavy_squalane,7.638077662067359e-07,0.17062793520450573,1.0,0.826567673490415
binary,PR,348,0.87,H2O,3.715060024874881e-06,0.8299690276174414,0.0,0.827186389715342
binary,PR,348,0.87,Heavy_squalane,7.610829410133203e-07,0.17003097238255852,1.0,0.827186389715342
binary,PR,349,0.8725,H2O,3.717454154331421e-06,0.8305607248293365,0.0,0.8277995640773872
binary,PR,349,0.8725,Heavy_squalane,7.583825222647221e-07,0.16943927517066357,1.0,0.8277995640773872
binary,PR,350,0.875,H2O,3.719827044646155e-06,0.8311472528405686,0.0,0.8284072987245775
binary,PR,350,0.875,Heavy_squalane,7.557060596661034e-07,0.16885274715943152,1.0,0.8284072987245775
binary,PR,351,0.8775,H2O,3.722179081513137e-06,0.8317287051693573,0.0,0.8290096927352166
binary,PR,351,0.8775,Heavy_squalane,7.530531166532401e-07,0.1682712948306428,1.0,0.8290096927352166
binary,PR,352,0.88,H2O,3.724510641259343e-06,0.8323051725504274,0.0,0.8296068422326275
binary,PR,352,0.88,Heavy_squalane,7.504232701163954e-07,0.1676948274495726,1.0,0.8296068422326275
binary,PR,353,0.8825,H2O,3.726822087435908e-06,0.8328767430402222,0.0,0.8301988404972298
binary,PR,353,0.8825,Heavy_squalane,7.478161091260635e-07,0.16712325695977792,1.0,0.8301988404972298
binary,PR,354,0.885,H2O,3.729113774840026e-06,0.8334435021196034,0.0,0.830785778075794
binary,PR,354,0.885,Heavy_squalane,7.452312351770768e-07,0.16655649788039664,1.0,0.830785778075794
binary,PR,355,0.8875,H2O,3.731386045950232e-06,0.8340055327900481,0.0,0.8313677428838723
binary,PR,355,0.8875,Heavy_squalane,7.426682609407614e-07,0.16599446720995198,1.0,0.8313677428838723
binary,PR,356,0.89,H2O,3.733639234850284e-06,0.8345629156686565,0.0,0.8319448203068013
binary,PR,356,0.89,Heavy_squalane,7.401268105279383e-07,0.16543708433134358,1.0,0.8319448203068013
binary,PR,357,0.8925,H2O,3.735873663549216e-06,0.835115729078013,0.0,0.8325170932952974
binary,PR,357,0.8925,Heavy_squalane,7.376065182618801e-07,0.16488427092198693,1.0,0.8325170932952974
binary,PR,358,0.895,H2O,3.738089650871351e-06,0.8356640491336635,0.0,0.8330846424584012
binary,PR,358,0.895,Heavy_squalane,7.351070299558837e-07,0.16433595086633643,1.0,0.8330846424584012
binary,PR,359,0.8975,H2O,3.740287498558219e-06,0.8362079498273691,0.0,0.8336475461519702
binary,PR,359,0.8975,Heavy_squalane,7.326279997103417e-07,0.16379205017263074,1.0,0.8336475461519702
binary,PR,360,0.9,H2O,3.742467505146049e-06,0.8367475031092724,0.0,0.8342058805659113
binary,PR,360,0.9,Heavy_squalane,7.30169092201901e-07,0.16325249689072768,1.0,0.8342058805659113
binary,PR,361,0.9025,H2O,3.744629962096114e-06,0.8372827789645371,0.0,0.8347597198056054
binary,PR,361,0.9025,Heavy_squalane,7.27729981490779e-07,0.16271722103546293,1.0,0.8347597198056054
binary,PR,362,0.905,H2O,3.746775147252103e-06,0.837813845486499,0.0,0.8353091359695736
binary,PR,362,0.905,Heavy_squalane,7.253103493493983e-07,0.1621861545135011,1.0,0.8353091359695736
binary,PR,363,0.9075,H2O,3.748903336147525e-06,0.8383407689496015,0.0,0.8358541992268734
binary,PR,363,0.9075,Heavy_squalane,7.229098870656451e-07,0.1616592310503985,1.0,0.8358541992268734
binary,PR,364,0.91,H2O,3.751014797946769e-06,0.83886361387577,0.0,0.8363949778875814
binary,PR,364,0.91,Heavy_squalane,7.205282942802218e-07,0.16113638612422998,1.0,0.8363949778875814
binary,PR,365,0.9125,H2O,3.753109791300736e-06,0.8393824430991588,0.0,0.8369315384715192
binary,PR,365,0.9125,Heavy_squalane,7.181652778364552e-07,0.16061755690084112,1.0,0.8369315384715192
binary,PR,366,0.915,H2O,3.755188567852206e-06,0.8398973178286265,0.0,0.8374639457745393
binary,PR,366,0.915,Heavy_squalane,7.158205521202645e-07,0.16010268217137344,1.0,0.8374639457745393
binary,PR,367,0.9175,H2O,3.757251373139682e-06,0.8404082977064309,0.0,0.8379922629308225
binary,PR,367,0.9175,Heavy_squalane,7.134938389121805e-07,0.15959170229356914,1.0,0.8379922629308225
binary,PR,368,0.92,H2O,3.759298450052532e-06,0.840915440863614,0.0,0.8385165514716829
binary,PR,368,0.92,Heavy_squalane,7.111848677371379e-07,0.15908455913638603,1.0,0.8385165514716829
binary,PR,369,0.9225,H2O,3.761330031907628e-06,0.8414188039738154,0.0,0.8390368713826715
binary,PR,369,0.9225,Heavy_squalane,7.088933742532338e-07,0.1585811960261845,1.0,0.8390368713826715
binary,PR,370,0.925,H2O,3.763346345809691e-06,0.8419184423044697,0.0,0.8395532811579084
binary,PR,370,0.925,Heavy_squalane,7.066191006162019e-07,0.15808155769553037,1.0,0.8395532811579084
binary,PR,371,0.9275,H2O,3.765347618641209e-06,0.8424144097662187,0.0,0.8400658378525134
binary,PR,371,0.9275,Heavy_squalane,7.043617963320499e-07,0.15758559023378121,1.0,0.8400658378525134
binary,PR,372,0.93,H2O,3.767334062115183e-06,0.8429067589579817,0.0,0.8405745971304683
binary,PR,372,0.93,Heavy_squalane,7.021212152068744e-07,0.15709324104201822,1.0,0.8405745971304683
binary,PR,373,0.9325,H2O,3.769305889144389e-06,0.8433955412138308,0.0,0.8410796133143172
binary,PR,373,0.9325,Heavy_squalane,6.998971181652453e-07,0.15660445878616924,1.0,0.8410796133143172
binary,PR,374,0.935,H2O,3.771263311925543e-06,0.8438808066441457,0.0,0.8415809394288802
binary,PR,374,0.935,Heavy_squalane,6.97689272649401e-07,0.15611919335585442,1.0,0.8415809394288802
binary,PR,375,0.9375,H2O,3.773206526808836e-06,0.8443626041762251,0.0,0.8420786272443389
binary,PR,375,0.9375,Heavy_squalane,6.954974495948113e-07,0.15563739582377492,1.0,0.8420786272443389
binary,PR,376,0.94,H2O,3.775135735964654e-06,0.8448409815958099,0.0,0.8425727273202622
binary,PR,376,0.94,Heavy_squalane,6.933214272210683e-07,0.15515901840419002,1.0,0.8425727273202622
binary,PR,377,0.9425,H2O,3.777051129521445e-06,0.8453159855824949,0.0,0.8430632890432268
binary,PR,377,0.9425,Heavy_squalane,6.911609875352728e-07,0.1546840144175052,1.0,0.8430632890432268
binary,PR,378,0.945,H2O,3.778952896695473e-06,0.8457876617475675,0.0,0.8435503606669017
binary,PR,378,0.945,Heavy_squalane,6.890159181810598e-07,0.1542123382524325,1.0,0.8435503606669017
binary,PR,379,0.9475,H2O,3.780841218378551e-06,0.846256054667495,0.0,0.8440339893476386
binary,PR,379,0.9475,Heavy_squalane,6.868860108985178e-07,0.15374394533250504,1.0,0.8440339893476386
binary,PR,380,0.95,H2O,3.782716280977117e-06,0.8467212079190082,0.0,0.8445142211816087
binary,PR,380,0.95,Heavy_squalane,6.847710638526195e-07,0.15327879208099185,1.0,0.8445142211816087
binary,PR,381,0.9525,H2O,3.784578255606899e-06,0.8471831641082189,0.0,0.8449911012358
binary,PR,381,0.9525,Heavy_squalane,6.826708776908658e-07,0.15281683589178108,1.0,0.8449911012358
binary,PR,382,0.955,H2O,3.786427314590038e-06,0.8476419649054351,0.0,0.8454646735848056
binary,PR,382,0.955,Heavy_squalane,6.805852583569139e-07,0.1523580350945648,1.0,0.8454646735848056
binary,PR,383,0.9575,H2O,3.788263629241625e-06,0.8480976510715486,0.0,0.845934981338911
binary,PR,383,0.9575,Heavy_squalane,6.785140165344901e-07,0.1519023489284514,1.0,0.845934981338911
binary,PR,384,0.96,H2O,3.790087359608462e-06,0.8485502624869591,0.0,0.8464020666747715
