system,eos,pvi,mu_o_min_mPa_s,mu_o_avg_mPa_s,mu_o_max_mPa_s,mu_w_min_mPa_s,mu_w_avg_mPa_s,mu_w_max_mPa_s
binary,PR,0.0475,0.9360128947536167,0.9360990671668175,0.9361765273314401,0.0661703781207386,0.06617259342088874,0.066172969756615
binary,PR,0.05,0.9360134066489607,0.9360993378691265,0.9361763572467543,0.06617038622895892,0.06617260192504254,0.06617296706303946
binary,PR,0.0525,0.9360139213613915,0.9360996104825462,0.9361761912465221,0.06617039438179569,0.06617260948198479,0.06617296443414668
binary,PR,0.055,0.9360144388836071,0.9360998849918244,0.936176029150342,0.06617040257913298,0.0661726161949293,0.06617296186708108
binary,PR,0.0575,0.93601495920787,0.9361001613814492,0.9361758708073191,0.06617041082084978,0.06617262215324168,0.06617295935945323
binary,PR,0.06,0.9360154823266248,0.936100439635786,0.9361757160890559,0.06617041910682482,0.06617262743467066,0.06617295690922892
binary,PR,0.0625,0.9360160082319102,0.9361007197390016,0.9361755648864252,0.0661704274369321,0.06617263210718523,0.06617295451468007
binary,PR,0.065,0.9360165369160026,0.9361010016751845,0.9361754171049,0.06617043581104945,0.06617263623045008,0.06617295217430913
binary,PR,0.0675,0.9360170683709428,0.9361012854282985,0.9361752726628059,0.06617044422905105,0.06617263985706175,0.0661729498868242
binary,PR,0.07,0.9360176025888673,0.9361015709822278,0.9361751314884402,0.06617045269081107,0.0661726430335571,0.0661729476510886
binary,PR,0.0725,0.9360181395617991,0.9361018583207514,0.9361749935189757,0.06617046119620495,0.0661726458012625,0.06617294546610743
binary,PR,0.075,0.936018679281926,0.9361021474275992,0.9361748586985086,0.06617046974510787,0.06617264819699745,0.06617294333099571
binary,PR,0.0775,0.9360192217412333,0.9361024382864052,0.9361747269775268,0.06617047833739238,0.0661726502536748,0.06617294124496971
binary,PR,0.08,0.9360197669320093,0.936102730880781,0.9361745983112248,0.06617048697293704,0.06617265200079654,0.06617293920731909
binary,PR,0.0825,0.9360203148462489,0.9361030251942144,0.936174472659752,0.06617049565161434,0.06617265346489232,0.06617293721741287
binary,PR,0.085,0.9360208654763165,0.9361033212102126,0.9361743499864067,0.06617050437330319,0.0661726546698714,0.06617293527467122
binary,PR,0.0875,0.9360214188142679,0.9361036189121281,0.9361742302584166,0.06617051313787889,0.06617265563734899,0.06617293337857248
binary,PR,0.09,0.9360219748525691,0.9361039182833638,0.9361741134451188,0.06617052194521986,0.06617265638690026,0.0661729315286335
binary,PR,0.0925,0.9360225335832962,0.936104219307152,0.9361739995190274,0.06617053079520271,0.06617265693630855,0.0661729297244191
binary,PR,0.095,0.9360230949990342,0.9361045219667794,0.9361738884540773,0.0661705396877088,0.06617265730174822,0.06617292796551434
binary,PR,0.0975,0.9360236590919415,0.9361048262453591,0.9361737802268241,0.06617054862261466,0.06617265749797943,0.06617292625154964
binary,PR,0.1,0.93602422585478,0.9361051321260754,0.936173674814633,0.06617055759980367,0.06617265753847794,0.066172924582166
