system,eos,pvi,mu_o_min_mPa_s,mu_o_avg_mPa_s,mu_o_max_mPa_s,mu_w_min_mPa_s,mu_w_avg_mPa_s,mu_w_max_mPa_s
lmh,CPA,0.4175,1.09996714468381,1.2098776758204028,3.7197912437449876,0.0873823771148742,0.09090833566441825,0.09772489890239357
lmh,CPA,0.42,1.0999452901794229,1.210569357278473,3.7199547441895837,0.08738456330107719,0.09092205589815064,0.09772902545955083
lmh,CPA,0.4225,1.099777909491988,1.211261950189282,3.7201199879039577,0.08738676886292761,0.09093593093234181,0.09773319568483603
lmh,CPA,0.425,1.099521714909966,1.211955893117103,3.720287609324554,0.08738900636884507,0.09094998039688293,0.09773742557713187
lmh,CPA,0.4275,1.099448240610251,1.2126510978521199,3.720457337714045,0.08739127236146566,0.09096418727015054,0.09774170829091215
lmh,CPA,0.43,1.099252104444547,1.213347430846437,3.72062882704844,0.08739356241827036,0.09097853282008458,0.09774603508326082
lmh,CPA,0.4325,1.0990091258626031,1.2140456669507091,3.720803238906889,0.08739589197365205,0.09099305625689197,0.09775043524713253
lmh,CPA,0.435,1.098899510910947,1.214745483555196,3.720979882899305,0.08739825213181426,0.09100772447196805,0.09775489134880651
lmh,CPA,0.4375,1.098695654285415,1.2154469842196811,3.721158793350568,0.08740064347533816,0.0910225337852911,0.09775940423991733
lmh,CPA,0.44,1.0984412228797469,1.2161508015397822,3.721340870134552,0.08740307803965831,0.09103751246646916,0.09776399660165669
lmh,CPA,0.4425,1.0983040847826,1.216856717782562,3.7215256149228093,0.08740554948658188,0.09105263714111782,0.09776865584605263
lmh,CPA,0.445,1.0980849007481468,1.217565172953135,3.721713622211027,0.08740806578527435,0.09106792541708705,0.09777339694652397
lmh,CPA,0.4475,1.097922340089893,1.2182762365312152,3.721904880775381,0.08741062694859021,0.09108337237711502,0.09777821959803482
lmh,CPA,0.45,1.097689287195007,1.218990063080091,3.722099536987384,0.08741322943779076,0.09109897988837384,0.09778312746856502
lmh,CPA,0.4525,1.0975083448964649,1.2197070579140998,3.722298161251929,0.08741588142153087,0.09111476593080019,0.09778813491397693
lmh,CPA,0.455,1.0972627210218209,1.220427176281762,3.722500604256125,0.08741858546985704,0.09113072273098269,0.09779323814224646
lmh,CPA,0.4575,1.097065917963795,1.221150977977612,3.722707716426433,0.08742134878107137,0.09114687921134965,0.09779845856023361
lmh,CPA,0.46,1.0968069650185621,1.221878480974316,3.72291948135121,0.08742416523394063,0.09116323359593727,0.09780379571963915
lmh,CPA,0.4625,1.09659461092302,1.2226100314081259,3.723136428190676,0.0874270501275169,0.09117980384423059,0.09780926291962622
lmh,CPA,0.465,1.096320347085764,1.223346189083579,3.7233594579364553,0.08743001542192318,0.09119662329622975,0.09781488282187151
lmh,CPA,0.4675,1.096095996224024,1.224087010424961,3.723588651622399,0.0874330622136769,0.09121369455255764,0.09782065741929442
lmh,CPA,0.47,1.095855232737376,1.224833187404267,3.723825126899541,0.08743620526035198,0.0912310576444489,0.0978266148160995
lmh,CPA,0.4725,1.095584122068928,1.225585178015337,3.724069651928214,0.0874394548188403,0.09124874280255164,0.09783277429910421
